KO	fold	active	final_sig
chr16:24680897-24681068::F2_13	0.053297075	0	0
chr18:25501980-25502151::F1_13	-0.465403487	1	0
chr7:47107051-47107222::F3_13	-0.203472854	1	0
chr13:39443182-39443353::F3_13	-0.384333975	0	0
chr16:10695875-10696046::F3_13	0.480435334	1	0
chr4:174412266-174412437::F1_13	-0.367477074	0	0
chr1:101669574-101669745::F1_13	0.289090297	1	0
chr7:94682100-94682271::F1_13	0.377329673	0	0
chr5:140367805-140367976::F3_13	-0.46770062	0	0
chr4:38062593-38062764::F3_13	0.128469431	0	0
chr13:82576993-82577164::F3_13	-0.174111794	0	0
chr7:133381105-133381276::F3_13	0.055957913	0	0
chr10:4111788-4111959::F2_13	-0.802106561	1	1
chr7:133380876-133381047::F1_13	0.914491187	1	2
chr6:1884683-1884854::F2_13	0.354902542	1	0
chr1:147221192-147221363::F2_13	0.04588488	0	0
chr13:39332360-39332531::F1_13	0.100133401	0	0
chr5:140367691-140367862::F2_13	-0.129774243	0	0
chr13:39443068-39443239::F2_13	-0.265284563	0	0
chr4:23949474-23949645::F1_13	-0.274006554	1	0
chr4:174412381-174412552::F2_13	-0.072708881	0	0
chr11:20009098-20009269::F2_13	-0.398507722	1	0
chr9:71888266-71888437::F3_13	-0.053383927	1	0
chr3:82149622-82149793::F2_13	0.512300325	1	0
chr21:40298131-40298302::F3_13	-0.036427432	0	0
chr14:33062574-33062745::F2_13	-0.027622815	0	0
chr15:30133220-30133391::F2_13	0.169000493	1	0
chr16:10695646-10695817::F1_13	1.02041173	0	0
chr14:45535282-45535453::F3_13	-0.287500747	0	0
chr7:46552396-46552567::F1_13	-0.213139945	0	0
chr13:39442953-39443124::F1_13	-0.878937055	1	1
chr15:99232922-99233093::F2_13	-0.325587437	0	0
chr21:39008976-39009147::F3_13	0.001743249	0	0
chr8:41676410-41676581::F3_13	0.132584777	1	0
chr20:1396578-1396749::F1_13	1.897001418	0	0
chr9:137494691-137494862::F3_13	-0.284085261	0	0
chr11:20008983-20009154::F1_13	0.40350786	0	0
chr22:28309221-28309392::F2_13	0.292637412	1	0
chr11:16955473-16955644::F2_13	0.410572176	1	0
chr9:78980179-78980350::F3_13	0.149336861	0	0
chr18:10040660-10040831::F1_13	-0.650285328	1	1
chr5:38695727-38695898::F2_13	-0.694349778	1	1
chr9:137494577-137494748::F2_13	0.580333119	1	2
chr12:46849640-46849811::F2_13	0.47851026	1	0
chr6:91463773-91463944::F3_13	-0.112873736	0	0
chr10:3542784-3542955::F3_13	-0.334500416	0	0
chr11:13628218-13628389::F1_13	0.139174911	0	0
chr21:40298017-40298188::F2_13	0.089176731	0	0
chr4:24009710-24009881::F2_13	-0.208433792	1	0
chr14:33062459-33062630::F1_13	0.049938826	0	0
chr2:72070680-72070851::F3_13	-0.127370304	1	0
chr6:6972815-6972986::F2_13	0.206041166	1	0
chr4:77587008-77587179::F2_13	-0.069232823	0	0
chr9:71888152-71888323::F2_13	-0.474009195	1	0
chr2:5593622-5593793::F1_13	-0.45698382	0	0
chr2:72070566-72070737::F2_13	0.155377229	1	0
chr12:51013120-51013291::F2_13	-1.114250109	1	1
chr18:22819941-22820112::F3_13	-0.557985427	0	0
chr6:21459879-21460050::F1_13	0.045384609	1	0
chr10:18571268-18571439::F3_13	0.009471659	0	0
chr4:77723697-77723868::F1_13	-0.471698723	0	0
chr2:30503758-30503929::F3_13	0.260140079	1	0
chr6:113673397-113673568::F1_13	-0.006889993	1	0
chr4:53791931-53792102::F2_13	0.044038077	1	0
chr10:18571154-18571325::F2_13	-0.676925354	0	0
chr4:90630040-90630211::F2_13	0.101494241	0	0
chr14:45535053-45535224::F1_13	-0.187259998	0	0
chr13:39332589-39332760::F3_13	0.973564798	1	2
chr4:148344345-148344516::F1_13	0.418148503	0	0
chr4:90630154-90630325::F3_13	-0.252424749	0	0
chr14:59536364-59536535::F2_13	0.243926159	0	0
chr5:123932746-123932917::F3_13	-0.170576209	1	0
chr10:85437800-85437971::F3_13	-0.781080041	0	0
chr5:123708259-123708430::F2_13	-0.174302215	0	0
chr4:24009595-24009766::F1_13	-0.0629833	0	0
chr9:12972950-12973121::F1_13	-0.561168962	0	0
chr6:6972929-6973100::F3_13	-0.592619578	1	1
chr3:111454210-111454381::F1_13	-0.201821715	0	0
chr9:101837818-101837989::F3_13	-0.131898991	0	0
chr7:46552511-46552682::F2_13	0.279792254	1	0
chr2:131834490-131834661::F2_13	0.542381013	0	0
chr4:53791816-53791987::F1_13	1.176203942	1	2
chr15:99233036-99233207::F3_13	0.333726733	0	0
chr12:46849525-46849696::F1_13	-0.043836688	0	0
chr3:69841226-69841397::F3_13	-0.837019733	0	0
chr1:120557384-120557555::F3_13	0.75441781	1	2
chr6:113673512-113673683::F2_13	0.177791545	0	0
chr6:91463659-91463830::F2_13	0.085966376	1	0
chr18:19791658-19791829::F2_13	-0.262261657	0	0
chr3:69840997-69841168::F1_13	0.994432199	0	0
chr6:39745261-39745432::F3_13	0.621701283	1	2
chr7:47521954-47522125::F3_13	-0.080148307	0	0
chr9:71888037-71888208::F1_13	-0.021140539	0	0
chr4:17273871-17274042::F2_13	0.211620127	0	0
chr7:46552625-46552796::F3_13	-0.130031029	1	0
chr1:101669689-101669860::F2_13	0.1549889	1	0
chr2:131834604-131834775::F3_13	-0.665137616	1	1
chr2:5593737-5593908::F2_13	-0.179878124	0	0
chr4:38062364-38062535::F1_13	-0.336097908	0	0
chr18:22819712-22819883::F1_13	-0.334623827	0	0
chr10:85437571-85437742::F1_13	-0.179249526	0	0
chr5:38695841-38696012::F3_13	-0.03413141	1	0
chr1:41616880-41617051::F3_13	1.351011836	1	2
chr20:49157407-49157578::F1_13	0.303436556	0	0
chr21:39008747-39008918::F1_13	-0.807132179	0	0
chr1:19734400-19734571::F3_13	0.068845632	0	0
chr11:16955587-16955758::F3_13	-0.835350295	1	1
chr1:245748592-245748763::F1_13	0.073280829	0	0
chr13:111864629-111864800::F2_14	0.897669235	1	2
chr6:113673626-113673797::F3_14	-0.148807243	0	0
chr4:74152831-74153002::F3_14	0.157108313	0	0
chr12:33136295-33136466::F1_14	-0.140652225	0	0
chr7:69942307-69942478::F3_14	-0.324334387	0	0
chr1:74892107-74892278::F3_14	0.352271121	1	0
chr7:79941424-79941595::F1_14	0.989177191	1	2
chr4:148231639-148231810::F3_14	0.248710637	1	0
chr11:77801790-77801961::F3_14	-0.415328307	0	0
chr10:85437686-85437857::F2_14	-0.350669348	0	0
chr20:49157636-49157807::F3_14	-0.469156653	1	0
chr1:41616766-41616937::F2_14	-0.301445027	1	0
chr2:238027612-238027783::F3_14	0.234061903	0	0
chr14:33030899-33031070::F3_14	1.20957487	1	2
chr1:101669803-101669974::F3_14	-0.488969972	1	0
chr5:123932517-123932688::F1_14	0.451675853	1	0
chr10:4111902-4112073::F3_14	-0.254244975	1	0
chr18:25502209-25502380::F3_14	0.012282714	0	0
chr3:34053580-34053751::F1_14	-1.956493377	0	0
chr6:1641825-1641996::F3_14	0.028203196	0	0
chr22:28309106-28309277::F1_14	-1.498338474	1	1
chr12:48246249-48246420::F3_14	0.215781304	1	0
chr18:25658885-25659056::F2_14	0.097711534	0	0
chr4:122612090-122612261::F3_14	-0.055248226	0	0
chr1:74891993-74892164::F2_14	0.162320442	0	0
chr20:49530618-49530789::F2_14	-0.012044577	0	0
chr20:57024980-57025151::F3_14	0.230067003	0	0
chr3:82149507-82149678::F1_14	-0.040727971	0	0
chr11:77801676-77801847::F2_14	-0.058990422	0	0
chr9:12973065-12973236::F2_14	0.370870156	0	0
chr8:134807070-134807241::F3_14	-0.630952023	1	0
chr6:53902347-53902518::F2_14	0.649555446	0	0
chr6:39745147-39745318::F2_14	0.331233567	0	0
chr4:186070611-186070782::F2_14	-0.178962783	0	0
chr3:34053695-34053866::F2_14	-0.448668664	0	0
chr5:38695612-38695783::F1_14	-0.209914404	0	0
chr2:96917548-96917719::F2_14	0.022553104	1	0
chr16:89545152-89545323::F1_14	0.019145545	0	0
chr9:101837704-101837875::F2_14	0.008333582	1	0
chr1:41616651-41616822::F1_14	-0.065504145	0	0
chr10:3542555-3542726::F1_14	-1.541557665	1	1
chr14:33062688-33062859::F3_14	0.031868632	0	0
chr11:13628333-13628504::F2_14	1.37331268	0	0
chr2:145214490-145214661::F3_14	-0.508408568	0	0
chr4:17273756-17273927::F1_14	0.23053027	0	0
chr18:25502095-25502266::F2_14	0.363208889	1	0
chr4:74152602-74152773::F1_14	0.438894584	1	0
chr3:135789804-135789975::F1_14	0.540861413	0	0
chr6:39745032-39745203::F1_14	0.069809435	0	0
chr16:51046417-51046588::F2_14	0.224167451	1	0
chr14:45535168-45535339::F2_14	-0.645646158	1	1
chr12:46849754-46849925::F3_14	-0.554793521	0	0
chr3:141549370-141549541::F1_14	-0.521272	1	0
chr8:30032324-30032495::F2_14	0.058554309	0	0
chr3:141549485-141549656::F2_14	-0.604874668	0	0
chr4:148344574-148344745::F3_14	0.135222241	0	0
chr6:21460108-21460279::F3_14	-0.237381497	0	0
chr2:84620694-84620865::F2_14	-0.462403036	1	0
chr2:72070451-72070622::F1_14	-0.138877713	0	0
chr7:47521725-47521896::F1_14	0.676106095	1	2
chr9:101837589-101837760::F1_14	0.016988822	0	0
chr3:111454439-111454610::F3_14	-0.149332478	0	0
chr2:8749815-8749986::F3_14	-0.001469331	1	0
chr7:68802273-68802444::F3_14	0.580291757	0	0
chr6:6972700-6972871::F1_14	0.48989651	0	0
chr20:57024751-57024922::F1_14	0.544257359	0	0
chr21:39008862-39009033::F2_14	-0.92449519	1	1
chr10:4111673-4111844::F1_14	-0.203864387	0	0
chr2:47925916-47926087::F2_14	0.279325735	1	0
chr10:35047312-35047483::F1_14	0.191812684	1	0
chr2:30503529-30503700::F1_14	-0.273782165	0	0
chr15:96808404-96808575::F3_14	-0.249298758	1	0
chr4:148231410-148231581::F1_14	0.338951515	1	0
chr3:135789919-135790090::F2_14	-0.306983326	1	0
chr6:1884797-1884968::F3_14	0.715352842	0	0
chr7:93870890-93871061::F2_14	0.208078324	0	0
chr7:68802159-68802330::F2_14	-0.268374668	1	0
chr14:59536478-59536649::F3_14	-0.44236366	0	0
chr20:49039786-49039957::F2_14	1.412775812	1	2
chr7:133380991-133381162::F2_14	-0.013178623	0	0
chr12:124515336-124515507::F3_14	-0.129514694	0	0
chr21:40297902-40298073::F1_14	0.437027869	1	0
chr9:78979950-78980121::F1_14	-0.580462654	0	0
chr12:33136410-33136581::F2_14	-0.204004529	1	0
chr4:32027791-32027962::F2_14	1.527223334	0	0
chr8:30032209-30032380::F1_14	-0.508186291	1	0
chr4:77586893-77587064::F1_14	0.132564402	1	0
chr12:33136524-33136695::F3_14	0.017224073	0	0
chr7:79941653-79941824::F3_14	-0.550452263	0	0
chr8:141948347-141948518::F3_14	-0.170110925	0	0
chr15:96666221-96666392::F1_14	0.377872068	1	0
chr1:147221306-147221477::F3_14	0.180928155	0	0
chr9:11136165-11136336::F3_14	0.456862733	1	0
chr12:48246135-48246306::F2_14	-0.509041442	0	0
chr3:4872997-4873168::F2_14	-0.29037143	1	0
chr7:93871004-93871175::F3_14	0.300236108	1	0
chr20:49157522-49157693::F2_14	-0.381834645	1	0
chr11:20009212-20009383::F3_14	-0.096267098	1	0
chr18:25658999-25659170::F3_14	0.349401536	0	0
chr3:34053809-34053980::F3_14	0.422236844	0	0
chr20:57024866-57025037::F2_14	0.030012344	1	0
chr4:186070725-186070896::F3_14	0.790420177	0	0
chr1:19734286-19734457::F2_14	0.104403585	1	0
chr2:96917433-96917604::F1_14	0.825491101	1	2
chr12:124515222-124515393::F2_14	0.319361551	1	0
chr14:33030670-33030841::F1_14	-0.089643803	0	0
chr2:8749701-8749872::F2_14	-0.24699434	1	0
chr9:78980065-78980236::F2_14	0.040857828	1	0
chr1:245748821-245748992::F3_14	-0.622780662	0	0
chr7:79917760-79917931::F1_14	0.551176029	0	0
chr12:124515107-124515278::F1_14	0.869061526	0	0
chr18:25658770-25658941::F1_14	1.271016645	0	0
chr15:30133105-30133276::F1_14	-0.019017114	0	0
chr4:148344460-148344631::F2_14	-0.217486479	0	0
chr15:96808290-96808461::F2_14	-0.385745003	1	0
chr4:38062479-38062650::F2_14	-0.691317626	1	1
chr10:35047541-35047712::F3_14	0.129317912	0	0
chr1:120557270-120557441::F2_14	-0.391144974	0	0
chr3:82149736-82149907::F3_14	-0.614907439	1	1
chr20:49039671-49039842::F1_14	-0.017088139	0	0
chr4:77723926-77724097::F3_14	-0.02313476	0	0
chr8:30032438-30032609::F3_14	-0.148814255	0	0
chr2:96917662-96917833::F3_14	-0.269757928	1	0
chr12:48246020-48246191::F1_14	0.685388257	0	0
chr16:24680782-24680953::F1_14	0.105609739	0	0
chr15:96666450-96666621::F3_14	0.123642289	0	0
chr5:123932632-123932803::F2_14	0.066097254	0	0
chr6:113846281-113846452::F1_14	0.040985657	0	0
chr16:51046302-51046473::F1_14	-0.048266273	0	0
chr15:30133334-30133505::F3_14	0.285670766	0	0
chr3:4872882-4873053::F1_14	-0.214007151	0	0
chr2:145214261-145214432::F1_14	-0.134741369	0	0
chr3:141549599-141549770::F3_14	0.0139699	0	0
chr2:47925801-47925972::F1_14	-0.149334246	1	0
chr7:94682329-94682500::F3_14	0.548851726	0	0
chr11:85885320-85885491::F3_14	0.14983779	0	0
chr2:145214376-145214547::F2_14	0.017023043	0	0
chr15:96808175-96808346::F1_14	0.826867085	0	0
chr11:85885206-85885377::F2_14	0.066848818	0	0
chr1:243368246-243368417::F1_14	-0.281693103	0	0
chr9:137494462-137494633::F1_14	-0.060034165	0	0
chr4:74152717-74152888::F2_14	0.024074383	0	0
chr18:19791543-19791714::F1_14	0.581517717	1	2
chr9:11135936-11136107::F1_14	0.254062446	0	0
chr7:79941539-79941710::F2_14	0.594884744	1	2
chr3:111454325-111454496::F2_14	1.17038628	1	2
chr1:245748707-245748878::F2_14	0.591211321	0	0
chr20:49039900-49040071::F3_14	-0.898819513	1	1
chr16:24681011-24681182::F3_14	0.450191075	0	0
chr6:1884568-1884739::F1_14	-0.434913953	0	0
chr13:111864514-111864685::F1_14	0.184811541	0	0
chr18:10040775-10040946::F2_14	-0.226205855	0	0
chr3:133207990-133208161::F3_14	0.261071378	0	0
chr2:84620808-84620979::F3_14	-0.478033027	0	0
chr20:1396807-1396978::F3_14	-0.244645071	1	0
chr6:1641711-1641882::F2_14	0.282335444	1	0
chr4:148231525-148231696::F2_14	0.715426531	1	2
chr22:31998452-31998623::F3_14	-0.336701422	0	0
chr10:18571039-18571210::F1_14	-0.211813985	0	0
chr4:32027676-32027847::F1_14	-0.052692871	0	0
chr6:53902232-53902403::F1_14	0.096216617	1	0
chr15:96666336-96666507::F2_14	0.497713871	1	0
chr7:79917875-79918046::F2_14	0.63992992	0	0
chr7:47106937-47107108::F2_14	-0.016727137	1	0
chr8:134806841-134807012::F1_14	0.272936105	1	0
chr22:31998223-31998394::F1_14	0.329432743	0	0
chr12:51013234-51013405::F3_14	0.200374508	0	0
chr5:123708144-123708315::F1_14	0.490371871	1	0
chr2:5593851-5594022::F3_14	1.402558927	1	2
chr4:77723812-77723983::F2_14	-0.741674778	1	1
chr1:74891878-74892049::F1_14	0.014950105	0	0
chr4:122611861-122612032::F1_14	0.082676367	0	0
chr8:41676296-41676467::F2_14	-1.730372733	1	1
chr16:10695761-10695932::F2_14	-0.17900696	1	0
chr6:1641596-1641767::F1_14	0.42720666	1	0
chr4:53792045-53792216::F3_14	0.029923611	0	0
chr2:30503644-30503815::F2_14	0.283262123	0	0
chr13:82576764-82576935::F1_14	-0.324195173	0	0
chr3:133207876-133208047::F2_14	-0.167931977	1	0
chr1:243368475-243368646::F3_14	0.002197635	0	0
chr11:85885091-85885262::F1_14	-1.968527684	0	0
chr2:131834375-131834546::F1_14	0.469733111	1	0
chr2:84620579-84620750::F1_14	0.136281745	1	0
chr1:147206756-147206927::F3_14	-0.399893027	1	0
chr1:147206642-147206813::F2_14	0.216823508	0	0
chr4:79390168-79390339::F3_14	-0.560761467	1	0
chr7:68802044-68802215::F1_14	0.15541417	1	0
chr3:69841112-69841283::F2_14	0.063636798	0	0
chr7:47106822-47106993::F1_14	-0.158271355	0	0
chr4:23949589-23949760::F2_14	0.00130665	1	0
chr11:77801561-77801732::F1_14	0.608661868	0	0
chr6:91463544-91463715::F1_14	0.427515356	0	0
chr4:79389939-79390110::F1_14	-0.133246382	0	0
chr4:186070496-186070667::F1_14	0.154698261	1	0
chr22:31998338-31998509::F2_14	-1.555896329	1	1
chr15:99232807-99232978::F1_14	0.164755025	0	0
chr2:47926030-47926201::F3_14	-0.380580333	0	0
chr11:16955358-16955529::F1_14	-0.110851576	1	0
chr8:134806956-134807127::F2_14	0.114726583	0	0
chr7:93870775-93870946::F1_14	0.045221567	0	0
chr1:147221077-147221248::F1_14	-0.506770281	0	0
chr7:94682215-94682386::F2_14	0.208393295	1	0
chr10:3542670-3542841::F2_14	-0.65336516	1	1
chr3:4873111-4873282::F3_14	-0.075783425	0	0
chr7:47521840-47522011::F2_14	-0.751073446	1	1
chr1:147206527-147206698::F1_14	-0.361107325	0	0
chr6:118857661-118857832::F1_14	0.664761409	0	0
chr10:35047427-35047598::F2_14	-0.222374132	0	0
chr4:24009824-24009995::F3_14	-0.256832874	0	0
chr14:33030785-33030956::F2_14	0.052347168	1	0
chr1:243368361-243368532::F2_14	0.364794527	0	0
chr3:133207761-133207932::F1_14	1.661743278	1	2
chr11:13628447-13628618::F3_14	0.86883786	1	2
chr2:8749586-8749757::F1_14	0.135717985	0	0
chr4:32027905-32028076::F3_14	0.692573991	0	0
chr20:49530503-49530674::F1_14	-0.300625022	0	0
chr6:113846396-113846567::F2_14	0.235568067	0	0
chr9:11136051-11136222::F2_14	0.364332928	1	0
chr8:141948233-141948404::F2_14	0.027622556	0	0
chr16:24680897-24681068::F2_14	-0.233869266	0	0
chr7:47107051-47107222::F3_14	-0.501556945	1	0
chr13:39443182-39443353::F3_14	-0.368460094	0	0
chr16:10695875-10696046::F3_14	0.000105489	0	0
chr4:174412266-174412437::F1_14	-0.561931953	0	0
chr1:101669574-101669745::F1_14	-0.937707342	0	0
chr7:94682100-94682271::F1_14	0.282017996	0	0
chr5:140367805-140367976::F3_14	0.027952169	0	0
chr4:38062593-38062764::F3_14	0.253844545	0	0
chr13:82576993-82577164::F3_14	-0.224737547	0	0
chr7:133381105-133381276::F3_14	0.104837097	0	0
chr10:4111788-4111959::F2_14	-0.876672221	1	1
chr7:133380876-133381047::F1_14	-0.231364036	0	0
chr6:1884683-1884854::F2_14	0.099208506	1	0
chr1:147221192-147221363::F2_14	-0.851834088	0	0
chr13:39332360-39332531::F1_14	0.008086988	0	0
chr5:140367691-140367862::F2_14	0.105644803	0	0
chr13:39443068-39443239::F2_14	0.049018312	0	0
chr4:23949474-23949645::F1_14	-0.616243713	1	1
chr4:174412381-174412552::F2_14	-0.273751189	0	0
chr11:20009098-20009269::F2_14	-1.269295484	1	1
chr9:71888266-71888437::F3_14	-1.206167994	1	1
chr3:82149622-82149793::F2_14	-1.123172297	1	1
chr21:40298131-40298302::F3_14	-0.061941368	0	0
chr14:33062574-33062745::F2_14	-0.362002396	0	0
chr15:30133220-30133391::F2_14	-0.160030999	1	0
chr16:10695646-10695817::F1_14	1.357418113	0	0
chr14:45535282-45535453::F3_14	0.394680937	1	0
chr7:46552396-46552567::F1_14	0.226473482	0	0
chr13:39442953-39443124::F1_14	-0.025503983	1	0
chr15:99232922-99233093::F2_14	-0.78660393	0	0
chr21:39008976-39009147::F3_14	-0.02350028	0	0
chr8:41676410-41676581::F3_14	0.271402112	1	0
chr20:1396578-1396749::F1_14	1.97397902	0	0
chr9:137494691-137494862::F3_14	-0.117578129	0	0
chr11:20008983-20009154::F1_14	0.255014004	0	0
chr22:28309221-28309392::F2_14	-0.399106685	1	0
chr11:16955473-16955644::F2_14	0.274607165	1	0
chr9:78980179-78980350::F3_14	0.00691066	0	0
chr18:10040660-10040831::F1_14	-1.753197785	1	1
chr5:38695727-38695898::F2_14	-0.115833014	1	0
chr9:137494577-137494748::F2_14	-0.444817229	1	0
chr12:46849640-46849811::F2_14	0.261561265	0	0
chr6:91463773-91463944::F3_14	-0.045452508	0	0
chr10:3542784-3542955::F3_14	-0.461617571	0	0
chr11:13628218-13628389::F1_14	-0.426473462	0	0
chr21:40298017-40298188::F2_14	-0.003615183	0	0
chr4:24009710-24009881::F2_14	-0.410571055	1	0
chr16:89545267-89545438::F2_14	0.799971396	1	2
chr14:33062459-33062630::F1_14	0.612560826	1	2
chr2:72070680-72070851::F3_14	-0.189784586	1	0
chr6:6972815-6972986::F2_14	-0.056579392	0	0
chr4:77587008-77587179::F2_14	-0.122950398	0	0
chr9:71888152-71888323::F2_14	-1.108870831	1	1
chr2:5593622-5593793::F1_14	0.04236788	0	0
chr2:72070566-72070737::F2_14	-0.209605722	1	0
chr12:51013120-51013291::F2_14	-1.533486212	1	1
chr18:22819941-22820112::F3_14	-0.151143255	0	0
chr6:21459879-21460050::F1_14	-0.236719556	0	0
chr10:18571268-18571439::F3_14	-0.310752887	0	0
chr4:77723697-77723868::F1_14	-0.420386017	0	0
chr2:30503758-30503929::F3_14	0.123307288	1	0
chr6:113673397-113673568::F1_14	-0.076757798	1	0
chr4:53791931-53792102::F2_14	0.319157309	1	0
chr10:18571154-18571325::F2_14	0.983397678	1	2
chr4:90630040-90630211::F2_14	0.041974554	0	0
chr14:45535053-45535224::F1_14	-0.214571846	0	0
chr13:39332589-39332760::F3_14	0.077805792	0	0
chr4:148344345-148344516::F1_14	0.300361227	0	0
chr4:90630154-90630325::F3_14	-0.106212553	0	0
chr14:59536364-59536535::F2_14	-0.465488661	0	0
chr5:123932746-123932917::F3_14	-0.248548563	1	0
chr10:85437800-85437971::F3_14	-1.391807269	0	0
chr4:24009595-24009766::F1_14	-0.176888759	0	0
chr9:12972950-12973121::F1_14	0.145556069	0	0
chr6:6972929-6973100::F3_14	-0.296739942	1	0
chr3:111454210-111454381::F1_14	0.527970217	1	0
chr9:101837818-101837989::F3_14	0.309716744	1	0
chr7:46552511-46552682::F2_14	-0.13458721	0	0
chr2:131834490-131834661::F2_14	0.239896908	0	0
chr4:53791816-53791987::F1_14	0.09255599	0	0
chr15:99233036-99233207::F3_14	-0.178191172	0	0
chr12:46849525-46849696::F1_14	0.494186117	1	0
chr3:69841226-69841397::F3_14	-0.438879117	0	0
chr1:120557384-120557555::F3_14	0.621688459	1	2
chr6:113673512-113673683::F2_14	0.311252346	1	0
chr6:91463659-91463830::F2_14	-0.091596646	0	0
chr18:19791658-19791829::F2_14	-0.389028543	0	0
chr3:69840997-69841168::F1_14	1.514987077	0	0
chr6:39745261-39745432::F3_14	0.396023416	0	0
chr7:47521954-47522125::F3_14	0.880342783	1	2
chr9:71888037-71888208::F1_14	-0.224756135	0	0
chr4:17273871-17274042::F2_14	0.526777535	0	0
chr7:46552625-46552796::F3_14	-0.098914905	1	0
chr1:101669689-101669860::F2_14	0.000970616	0	0
chr2:131834604-131834775::F3_14	-0.800327026	1	1
chr2:5593737-5593908::F2_14	-0.807703011	0	0
chr4:38062364-38062535::F1_14	-0.303358372	0	0
chr18:22819712-22819883::F1_14	-0.145584809	0	0
chr10:85437571-85437742::F1_14	-0.450528553	0	0
chr5:38695841-38696012::F3_14	-0.841060938	1	1
chr1:41616880-41617051::F3_14	0.181249647	0	0
chr20:49157407-49157578::F1_14	0.427109187	0	0
chr21:39008747-39008918::F1_14	1.893491209	1	2
chr1:19734400-19734571::F3_14	0.281851106	1	0
chr11:16955587-16955758::F3_14	0.573387519	1	0
chr1:245748592-245748763::F1_14	0.56854687	1	0
chr13:111864629-111864800::F2_15	0.19176355	0	0
chr6:113673626-113673797::F3_15	-0.557099573	0	0
chr4:74152831-74153002::F3_15	0.073361908	0	0
chr12:33136295-33136466::F1_15	-0.279091404	0	0
chr7:69942307-69942478::F3_15	0.050269128	1	0
chr7:79941424-79941595::F1_15	0.544173969	0	0
chr4:148231639-148231810::F3_15	0.029245459	0	0
chr11:77801790-77801961::F3_15	-0.148029751	0	0
chr10:85437686-85437857::F2_15	0.221304685	1	0
chr20:49157636-49157807::F3_15	-0.485623631	1	0
chr1:41616766-41616937::F2_15	-0.11886094	1	0
chr2:238027612-238027783::F3_15	0.571963457	0	0
chr14:33030899-33031070::F3_15	0.788945359	0	0
chr1:101669803-101669974::F3_15	0.01163461	1	0
chr5:123932517-123932688::F1_15	0.030808202	0	0
chr10:4111902-4112073::F3_15	-0.101864504	1	0
chr18:25502209-25502380::F3_15	-0.56405953	0	0
chr3:34053580-34053751::F1_15	-0.195633478	0	0
chr6:1641825-1641996::F3_15	0.208658883	1	0
chr22:28309106-28309277::F1_15	-0.260560806	1	0
chr12:48246249-48246420::F3_15	-0.373134195	0	0
chr18:25658885-25659056::F2_15	-0.231279984	0	0
chr4:122612090-122612261::F3_15	0.036513405	0	0
chr1:74891993-74892164::F2_15	0.008970561	0	0
chr20:49530618-49530789::F2_15	-0.270448962	0	0
chr20:57024980-57025151::F3_15	0.185748436	0	0
chr3:82149507-82149678::F1_15	-0.051659897	0	0
chr11:77801676-77801847::F2_15	0.082982984	0	0
chr9:12973065-12973236::F2_15	0.375355468	0	0
chr8:134807070-134807241::F3_15	-0.249203176	1	0
chr6:53902347-53902518::F2_15	0.422145112	0	0
chr6:39745147-39745318::F2_15	0.920357382	0	0
chr4:186070611-186070782::F2_15	-0.463926188	0	0
chr3:34053695-34053866::F2_15	-0.718251181	0	0
chr5:38695612-38695783::F1_15	1.141327523	1	2
chr2:96917548-96917719::F2_15	-1.060127856	1	1
chr16:89545152-89545323::F1_15	-0.024721687	0	0
chr9:101837704-101837875::F2_15	0.685121107	1	2
chr1:41616651-41616822::F1_15	-0.042950187	0	0
chr10:3542555-3542726::F1_15	-0.164512293	1	0
chr14:33062688-33062859::F3_15	-0.00899575	0	0
chr11:13628333-13628504::F2_15	1.398784702	0	0
chr2:145214490-145214661::F3_15	-1.040027696	0	0
chr4:17273756-17273927::F1_15	0.489129451	0	0
chr1:6732815-6732986::F3_15	0.104052804	1	0
chr18:25502095-25502266::F2_15	0.30804014	1	0
chr4:74152602-74152773::F1_15	0.486825731	1	0
chr3:135789804-135789975::F1_15	0.604678634	0	0
chr6:39745032-39745203::F1_15	0.062589811	0	0
chr16:51046417-51046588::F2_15	0.451480554	1	0
chr14:45535168-45535339::F2_15	-0.602617168	1	1
chr12:46849754-46849925::F3_15	-0.583487919	0	0
chr3:141549370-141549541::F1_15	-0.284165166	1	0
chr22:28309335-28309506::F3_15	-0.129374101	0	0
chr8:30032324-30032495::F2_15	0.329052039	1	0
chr3:141549485-141549656::F2_15	0.067544325	0	0
chr4:148344574-148344745::F3_15	0.725757797	0	0
chr6:21460108-21460279::F3_15	0.013117069	0	0
chr2:84620694-84620865::F2_15	-0.86688484	1	1
chr2:72070451-72070622::F1_15	-0.095786038	0	0
chr7:47521725-47521896::F1_15	0.368819084	0	0
chr9:101837589-101837760::F1_15	-0.622330432	0	0
chr3:111454439-111454610::F3_15	-0.18662724	0	0
chr2:8749815-8749986::F3_15	-0.457225436	1	0
chr7:68802273-68802444::F3_15	0.322127643	0	0
chr6:6972700-6972871::F1_15	-0.24639926	0	0
chr20:57024751-57024922::F1_15	0.575770894	0	0
chr21:39008862-39009033::F2_15	-0.787456106	1	1
chr10:4111673-4111844::F1_15	-0.072266277	0	0
chr2:47925916-47926087::F2_15	0.006557047	1	0
chr10:35047312-35047483::F1_15	0.294638705	1	0
chr2:30503529-30503700::F1_15	-0.42450115	0	0
chr15:96808404-96808575::F3_15	-0.308552309	1	0
chr4:148231410-148231581::F1_15	-0.011705017	0	0
