region	active	final_sig
chr2:40478013-40478184	1	1
chr2:4128704-4128875	0	0
chr2:41852382-41852553	1	0
chr2:41929292-41929463	0	0
chr2:42045875-42046046	0	0
chr2:42046497-42046668	1	0
chr2:43041579-43041750	0	0
chr2:43135582-43135753	0	0
chr2:43345481-43345652	1	0
chr2:43788477-43788648	1	2
chr2:45669808-45669979	1	0
chr2:45691106-45691277	1	0
chr2:46334266-46334437	1	2
chr2:46529808-46529979	0	0
chr2:46548764-46548935	1	0
chr2:46548772-46548943	1	0
chr2:46882226-46882397	0	0
chr2:46981761-46981932	1	0
chr2:47410476-47410647	0	0
chr2:47710345-47710516	0	0
chr2:47905039-47905210	0	0
chr2:49716403-49716574	0	0
chr2:50344503-50344674	0	0
chr2:51997796-51997957	0	0
chr2:52651368-52651539	0	0
chr2:53045598-53045769	0	0
chr2:54511237-54511408	1	0
chr2:54635020-54635191	0	0
chr2:54664195-54664366	0	0
chr2:55108263-55108434	1	0
chr2:5688196-5688367	0	0
chr2:5703621-5703792	0	0
chr2:5985207-5985378	0	0
chr2:61181822-61181993	0	0
chr2:61191867-61192038	0	0
chr2:61556106-61556277	1	0
chr2:62196670-62196841	0	0
chr2:62196993-62197164	0	0
chr2:62304744-62304915	0	0
chr2:63162411-63162582	0	0
chr2:64991406-64991577	0	0
chr2:65371713-65371884	1	2
chr2:65406036-65406207	0	0
chr2:66439493-66439664	0	0
chr2:68832762-68832933	1	0
chr2:69310653-69310824	1	0
chr2:69520787-69520958	0	0
chr2:69791600-69791771	0	0
chr2:70128390-70128561	0	0
chr2:70252250-70252421	0	0
chr2:70282031-70282202	0	0
chr2:70468931-70469102	0	0
chr2:70645839-70646010	1	0
chr2:71066326-71066497	1	2
chr2:71461324-71461495	0	0
chr2:71499462-71499633	0	0
chr2:71613435-71613606	0	0
chr2:71704065-71704236	1	1
chr2:72140414-72140585	0	0
chr2:72768272-72768440	0	0
chr2:72983805-72983976	0	0
chr2:73080304-73080475	1	0
chr2:73229352-73229523	0	0
chr2:73839697-73839868	0	0
chr2:739991-740162	0	0
chr2:73999695-73999866	0	0
chr2:74303966-74304137	0	0
chr2:74457913-74458084	0	0
chr2:74521162-74521333	0	0
chr2:74839252-74839423	1	0
chr2:75921040-75921211	1	0
chr2:76288352-76288523	0	0
chr2:76688422-76688593	0	0
chr2:77735089-77735260	0	0
chr2:82146165-82146336	0	0
chr2:8416339-8416510	1	0
chr2:85745279-85745450	0	0
chr2:85757104-85757275	1	0
chr2:85783578-85783749	0	0
chr2:8581025-8581196	0	0
chr2:86035792-86035963	0	0
chr2:86253132-86253303	0	0
chr2:86688574-86688745	0	0
chr2:8689916-8690087	0	0
chr2:8699678-8699849	0	0
chr2:88094635-88094806	1	1
chr2:88218007-88218178	0	0
chr2:88755432-88755603	0	0
chr2:9231385-9231556	0	0
chr2:9310884-9311055	0	0
chr2:9416216-9416387	0	0
chr2:9419835-9420006	0	0
chr2:9421469-9421640	0	0
chr2:9424719-9424890	1	1
chr2:95059239-95059410	1	1
chr2:95106717-95106888	1	0
chr2:96258432-96258603	1	0
chr2:9761675-9761846	1	0
chr2:99132949-99133120	0	0
chr2:99193833-99194004	0	0
chr2:99845924-99846095	0	0
chr3:10143591-10143762	1	0
chr3:101725744-101725915	1	0
chr3:106062138-106062309	0	0
chr3:106941764-106941935	0	0
chr3:107219999-107220170	0	0
chr3:108024296-108024467	0	0
chr3:109105515-109105686	0	0
chr3:111168969-111169140	1	1
chr3:111465275-111465446	0	0
chr3:112467598-112467769	0	0
chr3:1125854-1126025	1	0
chr3:113019405-113019576	1	0
chr3:113232088-113232259	0	0
chr3:11323953-11324124	1	0
chr3:113838524-113838695	0	0
chr3:11508738-11508909	0	0
chr3:115255067-115255238	1	0
chr3:115523613-115523784	0	0
chr3:11567522-11567693	1	0
chr3:115761202-115761373	1	0
chr3:11591309-11591480	1	0
chr3:119642248-119642419	0	0
chr3:120433285-120433456	1	0
chr3:12177936-12178107	0	0
chr3:12294579-12294750	0	0
chr3:123281306-123281477	1	0
chr3:123318036-123318207	1	0
chr3:123393900-123394071	0	0
chr3:123413266-123413437	0	0
chr3:12591606-12591777	0	0
chr3:126004731-126004902	1	0
chr3:126414966-126415137	1	0
chr3:126749622-126749793	1	0
chr3:12695007-12695178	1	0
chr3:126976175-126976346	0	0
chr3:127002088-127002259	0	0
chr3:127691722-127691893	0	0
chr3:127700452-127700623	0	0
chr3:128339056-128339227	1	0
chr3:128550509-128550680	0	0
chr3:12856785-12856956	1	1
chr3:128637272-128637443	0	0
chr3:128714115-128714286	0	0
chr3:12900050-12900221	0	0
chr3:129087357-129087528	0	0
chr3:129197577-129197748	0	0
chr3:12923384-12923555	1	0
chr3:12934352-12934523	1	0
chr3:129428523-129428694	0	0
chr3:129525465-129525636	1	2
chr3:130600593-130600764	0	0
chr3:130848292-130848463	1	0
chr3:130861923-130862094	1	0
chr3:133602503-133602674	1	1
chr3:134376339-134376510	1	0
chr3:134654056-134654227	0	0
chr3:135626928-135627099	1	0
chr3:136025293-136025464	1	2
chr3:136348519-136348690	1	0
chr3:136390690-136390861	0	0
chr3:136750563-136750734	0	0
chr3:136751052-136751223	1	1
chr3:13799951-13800122	1	0
chr3:138459547-138459718	1	0
chr3:139160910-139161081	0	0
chr3:141074186-141074357	0	0
chr3:14112460-14112631	0	0
chr3:141345675-141345846	0	0
chr3:14142825-14142996	0	0
chr3:141922450-141922621	0	0
chr3:142818715-142818886	1	0
chr3:143973361-143973532	0	0
chr3:14400479-14400650	0	0
chr3:14410453-14410624	0	0
chr3:14506183-14506354	1	0
chr3:14506868-14507039	1	0
chr3:145241643-145241814	0	0
chr3:146163394-146163565	1	2
chr3:148811416-148811587	1	0
chr3:14884290-14884461	1	0
chr3:149336955-149337126	1	0
chr3:149479882-149480053	1	2
chr3:150257026-150257197	1	1
chr3:15051099-15051270	0	0
chr3:15058167-15058338	1	0
chr3:155869506-155869677	1	0
chr3:157083393-157083564	0	0
chr3:157117947-157118118	0	0
chr3:158105255-158105426	0	0
chr3:158629910-158630081	0	0
chr3:158656945-158657116	0	0
chr3:159859413-159859584	0	0
chr3:160090607-160090778	1	0
chr3:160281302-160281473	0	0
chr3:160520731-160520902	1	0
chr3:160903626-160903797	0	0
chr3:16189213-16189384	0	0
chr3:164183356-164183527	1	0
chr3:166975740-166975911	0	0
chr3:168058062-168058232	0	0
chr3:169284201-169284372	1	0
chr3:169668540-169668711	0	0
chr3:170858207-170858378	0	0
chr3:172137437-172137608	1	0
chr3:172156573-172156744	0	0
chr3:177293802-177293973	1	1
chr3:177383025-177383196	0	0
chr3:178883608-178883779	0	0
chr3:179279864-179280035	0	0
chr3:181365527-181365698	0	0
chr3:181385088-181385259	1	0
chr3:183936427-183936598	0	0
chr3:184176671-184176842	1	0
chr3:184291819-184291990	0	0
chr3:184391816-184391987	0	0
chr3:18443939-18444110	0	0
chr3:184601066-184601237	0	0
chr3:184685319-184685490	0	0
chr3:185161666-185161837	0	0
chr3:185574146-185574317	0	0
chr3:186308440-186308611	0	0
chr3:186565105-186565276	1	1
chr3:186937804-186937975	1	0
chr3:188144337-188144508	0	0
chr3:188268393-188268564	1	0
chr3:188336689-188336860	0	0
chr3:190004949-190005120	0	0
chr3:191326873-191327044	0	0
chr3:19165864-19166035	0	0
chr3:191883481-191883652	1	1
chr3:192432996-192433167	1	0
chr3:193515448-193515619	1	0
chr3:194001820-194001991	1	0
chr3:194078994-194079165	0	0
chr3:194257321-194257492	1	2
chr3:194277815-194277986	1	0
chr3:194283366-194283537	0	0
chr3:194549514-194549685	1	0
chr3:194602647-194602818	1	0
chr3:194602813-194602984	0	0
chr3:194692336-194692507	0	0
chr3:194929807-194929978	1	0
chr3:194985805-194985976	0	0
chr3:195054612-195054783	0	0
chr3:195063365-195063536	1	0
chr3:195912001-195912172	1	0
chr3:195961395-195961566	1	0
chr3:196046684-196046855	0	0
chr3:196052886-196053057	0	0
chr3:196736930-196737101	1	0
chr3:197061891-197062062	1	0
chr3:19939448-19939619	0	0
chr3:19947749-19947920	0	0
chr3:21722867-21723038	1	0
chr3:22668216-22668387	1	0
chr3:23052461-23052631	0	0
chr3:25527425-25527596	0	0
chr3:25593280-25593451	0	0
chr3:2895897-2896068	0	0
chr3:30613683-30613854	1	0
chr3:30960776-30960947	0	0
chr3:31543297-31543468	1	2
chr3:32232630-32232800	0	0
chr3:32673220-32673391	0	0
chr3:32685533-32685704	1	2
chr3:32692787-32692958	1	0
chr3:3456490-3456661	0	0
chr3:36922346-36922517	0	0
chr3:36931431-36931602	0	0
chr3:37442105-37442276	0	0
chr3:37567263-37567434	1	1
chr3:37944690-37944861	0	0
chr3:38016753-38016924	0	0
chr3:39401613-39401784	0	0
chr3:40443771-40443942	0	0
chr3:40780482-40780653	0	0
chr3:40781245-40781416	0	0
chr3:42041700-42041871	1	2
chr3:42057767-42057938	1	2
chr3:42700799-42700970	0	0
chr3:42700827-42700998	1	0
chr3:44480804-44480975	1	0
chr3:44791623-44791794	0	0
chr3:44885675-44885846	1	1
chr3:45632353-45632524	0	0
chr3:45945172-45945343	1	0
chr3:46890444-46890615	0	0
chr3:4745319-4745490	1	0
chr3:47853044-47853215	1	0
chr3:48152451-48152622	0	0
chr3:48189538-48189709	0	0
chr3:48417300-48417471	1	0
chr3:48423263-48423434	0	0
chr3:48434701-48434872	0	0
chr3:48689643-48689814	0	0
chr3:48716720-48716891	1	0
chr3:48800949-48801120	1	0
chr3:48851220-48851391	0	0
chr3:48852494-48852664	0	0
chr3:48865501-48865672	0	0
chr3:49034618-49034789	1	2
chr3:49096511-49096682	0	0
chr3:49096519-49096690	0	0
chr3:49111540-49111711	1	1
chr3:49266660-49266831	0	0
chr3:49364977-49365148	0	0
chr3:49474164-49474335	1	0
chr3:49480166-49480337	1	1
chr3:49784841-49785012	0	0
chr3:49929996-49930167	0	0
chr3:50181494-50181665	0	0
chr3:50224882-50225053	0	0
chr3:5027638-5027809	1	0
chr3:50280217-50280388	1	1
chr3:50367551-50367722	0	0
chr3:50373248-50373419	0	0
chr3:50400636-50400807	1	0
chr3:51527124-51527295	0	0
chr3:52004486-52004657	1	0
chr3:52005096-52005267	0	0
chr3:52005444-52005615	1	1
chr3:52014345-52014516	1	0
chr3:52071932-52072103	1	0
chr3:52086447-52086618	0	0
chr3:52257448-52257619	1	2
chr3:52438487-52438658	1	0
chr3:52464116-52464287	0	0
chr3:52474388-52474559	0	0
chr3:52716889-52717060	1	0
chr3:53239533-53239704	1	2
chr3:53705942-53706113	0	0
chr3:57062395-57062566	0	0
chr3:57590724-57590895	0	0
chr3:57872172-57872343	1	0
chr3:58593474-58593645	0	0
chr3:59606869-59607040	1	0
chr3:60600909-60601080	1	0
chr3:61298141-61298312	0	0
chr3:61462987-61463158	0	0
chr3:61808830-61809001	1	0
chr3:61958181-61958352	0	0
chr3:63929249-63929420	1	0
chr3:63937043-63937214	0	0
chr3:64000266-64000437	0	0
chr3:64151901-64152072	0	0
chr3:65950624-65950794	1	0
chr3:66412632-66412803	0	0
chr3:67517530-67517701	0	0
chr3:69012179-69012350	1	2
chr3:69073175-69073346	1	1
chr3:69092004-69092175	0	0
chr3:69741757-69741928	1	0
chr3:69787121-69787292	1	1
chr3:71117975-71118146	0	0
chr3:71120150-71120320	1	2
chr3:72995133-72995304	1	2
chr3:73302351-73302522	0	0
chr3:7394857-7395028	0	0
chr3:74456642-74456813	1	0
chr3:75892852-75893023	0	0
chr3:75902493-75902664	0	0
chr3:76323635-76323806	0	0
chr3:76626669-76626840	1	0
chr3:76762544-76762715	0	0
chr3:76899400-76899571	0	0
chr3:77239519-77239690	0	0
chr3:77294070-77294211	1	0
chr3:77627281-77627452	1	0
chr3:7764148-7764319	1	0
chr3:77694402-77694573	0	0
chr3:77731297-77731468	0	0
chr3:77781731-77781902	0	0
chr3:8541728-8541899	0	0
chr3:8583680-8583851	1	1
chr3:8741760-8741931	1	0
chr3:87783325-87783496	0	0
chr3:89121952-89122123	0	0
chr3:89219680-89219851	0	0
chr3:89335798-89335969	0	0
chr3:93991536-93991707	1	1
chr3:94323177-94323348	0	0
chr3:9569960-9570131	1	0
chr3:9760444-9760615	0	0
chr3:97822545-97822716	0	0
chr3:98594544-98594715	0	0
chr4:101583486-101583657	1	0
chr4:102760925-102761096	1	0
chr4:103105360-103105531	0	0
chr4:103135004-103135175	1	2
chr4:104327004-104327175	1	1
chr4:106092604-106092775	0	0
chr4:10760264-10760435	0	0
chr4:108905835-108906006	0	0
chr4:109420273-109420444	0	0
chr4:110198482-110198653	0	0
chr4:110627274-110627445	0	0
chr4:112527535-112527706	0	0
chr4:112749022-112749193	0	0
chr4:112760317-112760488	0	0
chr4:113576421-113576592	0	0
chr4:11912364-11912535	1	0
chr4:120049748-120049919	1	1
chr4:1213689-1213860	1	1
chr4:121680563-121680734	0	0
chr4:1224591-1224762	0	0
chr4:122722073-122722244	1	0
chr4:125314084-125314255	0	0
chr4:125314111-125314282	0	0
chr4:128250509-128250680	1	0
chr4:128307794-128307965	0	0
chr4:12841995-12842166	0	0
chr4:1297830-1298001	0	0
chr4:1309083-1309254	0	0
chr4:1351554-1351725	0	0
chr4:135686565-135686736	0	0
chr4:136636212-136636383	0	0
chr4:138915124-138915295	0	0
chr4:139067372-139067542	0	0
chr4:139289554-139289725	0	0
chr4:139295235-139295406	0	0
chr4:139814694-139814865	0	0
chr4:140625452-140625623	0	0
chr4:140986062-140986233	0	0
chr4:141134022-141134193	1	0
chr4:142847833-142848004	0	0
chr4:143333597-143333768	0	0
chr4:143334025-143334196	0	0
chr4:145152756-145152927	0	0
chr4:145299668-145299839	0	0
chr4:146243616-146243787	1	0
chr4:146521596-146521767	0	0
chr4:147772284-147772455	1	0
chr4:148847199-148847370	1	0
chr4:150079551-150079722	0	0
chr4:150257562-150257733	0	0
chr4:151226153-151226324	0	0
chr4:152059651-152059822	0	0
chr4:152149948-152150119	1	0
chr4:152264112-152264283	1	2
chr4:153107214-153107378	1	0
chr4:153489317-153489488	1	0
chr4:153593357-153593528	0	0
chr4:153658507-153658678	1	0
chr4:154367062-154367233	1	2
chr4:155169733-155169904	0	0
chr4:155496478-155496649	1	0
chr4:165875451-165875613	1	0
chr4:16857156-16857327	0	0
chr4:173485607-173485778	0	0
chr4:173598393-173598564	1	2
chr4:17529854-17530025	0	0
chr4:17636574-17636745	0	0
chr4:176951684-176951855	0	0
chr4:178198869-178199040	0	0
chr4:178280442-178280613	1	0
chr4:180642415-180642586	1	2
chr4:181504147-181504318	1	0
chr4:183239598-183239769	0	0
chr4:183630760-183630931	0	0
chr4:183783932-183784103	1	0
chr4:183872084-183872255	0	0
chr4:1841953-1842124	0	0
chr4:185113975-185114146	0	0
chr4:185130609-185130780	0	0
chr4:185464262-185464433	1	0
chr4:185536685-185536853	0	0
chr4:185643170-185643341	0	0
chr4:185656621-185656792	1	0
chr4:185828924-185829095	0	0
chr4:185867075-185867246	1	0
chr4:186190087-186190258	1	2
chr4:186591899-186592070	1	0
chr4:186891004-186891175	0	0
chr4:1882254-1882425	1	0
chr4:18882470-18882641	0	0
chr4:2009868-2010039	0	0
chr4:2255074-2255245	0	0
chr4:22805985-22806156	0	0
chr4:22963373-22963544	1	0
chr4:25386020-25386191	1	0
chr4:26860799-26860970	1	2
chr4:2939537-2939708	0	0
chr4:32554003-32554166	0	0
chr4:32855679-32855850	0	0
chr4:3286676-3286847	1	0
chr4:33369596-33369767	0	0
chr4:33383443-33383614	1	2
chr4:3517309-3517480	1	0
chr4:37096085-37096256	1	0
chr4:37972168-37972339	0	0
chr4:38323398-38323569	0	0
chr4:38529697-38529868	0	0
chr4:38752472-38752642	0	0
chr4:39182174-39182345	1	1
chr4:39458724-39458895	0	0
chr4:40828801-40828972	0	0
chr4:40833560-40833731	1	1
chr4:41932965-41933136	1	1
chr4:41935267-41935438	1	2
chr4:41983001-41983172	0	0
chr4:42153474-42153645	0	0
chr4:42970622-42970793	1	0
chr4:4555053-4555224	0	0
chr4:4748133-4748304	0	0
chr4:47618010-47618181	0	0
chr4:47830935-47831106	1	0
chr4:47837884-47838055	1	0
chr4:47998585-47998756	0	0
chr4:48346118-48346289	0	0
chr4:48794651-48794822	0	0
chr4:52956804-52956975	0	0
chr4:53368236-53368407	0	0
chr4:54235630-54235801	0	0
chr4:5486144-5486315	0	0
chr4:55109336-55109507	0	0
chr4:56336440-56336608	0	0
chr4:56388767-56388938	1	0
chr4:56980874-56981045	0	0
chr4:6166288-6166458	0	0
chr4:61952316-61952487	1	2
chr4:6257611-6257782	0	0
chr4:6273494-6273665	0	0
chr4:6279972-6280143	0	0
chr4:6628074-6628245	0	0
chr4:6641255-6641426	0	0
chr4:6741592-6741763	0	0
chr4:67680653-67680824	1	0
chr4:71187825-71187996	0	0
chr4:71615915-71616086	1	1
chr4:7235845-7236016	0	0
chr4:7389677-7389848	1	2
chr4:74773037-74773208	0	0
chr4:76168606-76168777	0	0
chr4:76168788-76168959	0	0
chr4:76247527-76247698	0	0
chr4:76427071-76427242	0	0
chr4:76457762-76457933	1	0
chr4:76589906-76590077	0	0
chr4:76892646-76892817	0	0
chr4:76960735-76960906	0	0
chr4:76981091-76981262	0	0
chr4:76985155-76985326	1	2
chr4:77008282-77008453	0	0
chr4:77587424-77587595	1	1
chr4:7774052-7774223	1	0
chr4:77973853-77974024	1	1
chr4:81069987-81070158	1	0
chr4:83533978-83534149	1	0
chr4:84583881-84584052	0	0
chr4:84674848-84675019	0	0
chr4:848264-848435	1	2
chr4:85395895-85396066	0	0
chr4:860602-860773	0	0
chr4:860745-860916	0	0
chr4:86829272-86829443	0	0
chr4:87120156-87120327	0	0
chr4:88523623-88523794	1	2
chr4:90315048-90315219	1	1
chr4:94467462-94467633	0	0
chr4:94497951-94498122	0	0
chr4:94575341-94575512	1	0
chr4:96455081-96455252	1	2
chr4:98625051-98625222	0	0
chr4:98657897-98658068	1	0
chr4:99062713-99062884	0	0
chr5:103779173-103779344	0	0
chr5:10524884-10525055	1	0
chr5:108661165-108661336	0	0
chr5:110558855-110559026	1	0
chr5:111609196-111609367	1	2
chr5:111655265-111655436	0	0
chr5:111756970-111757141	1	0
chr5:112934944-112935115	0	0
chr5:112975018-112975189	1	0
chr5:113119400-113119571	0	0
chr5:11398880-11399051	0	0
chr5:114361998-114362169	1	0
chr5:114876931-114877102	0	0
chr5:115612398-115612569	0	0
chr5:117235414-117235585	1	1
chr5:119303345-119303516	0	0
chr5:122765769-122765940	0	0
chr5:122821484-122821655	1	2
chr5:123010121-123010292	0	0
chr5:123673080-123673251	0	0
chr5:124660255-124660426	0	0
chr5:125484705-125484876	0	0
chr5:12584789-12584960	0	0
chr5:126594023-126594194	1	0
chr5:126772783-126772954	0	0
chr5:126777258-126777429	0	0
chr5:126874967-126875138	1	0
chr5:126920944-126921115	1	0
chr5:126922615-126922786	1	0
chr5:129084635-129084806	0	0
chr5:129094251-129094422	0	0
chr5:130762934-130763105	0	0
chr5:131173864-131174035	1	0
chr5:132387779-132387950	0	0
chr5:132894534-132894705	0	0
chr5:133047537-133047708	0	0
chr5:133062642-133062813	0	0
chr5:133203594-133203765	0	0
chr5:133611543-133611714	0	0
chr5:133958142-133958312	0	0
chr5:13412316-13412487	0	0
chr5:134147402-134147573	1	0
chr5:134257087-134257258	0	0
chr5:134466717-134466888	1	0
chr5:134647682-134647853	0	0
chr5:134751306-134751477	0	0
chr5:135372815-135372986	1	0
chr5:137637451-137637622	0	0
chr5:138140727-138140898	0	0
chr5:138365077-138365248	1	0
chr5:138495248-138495419	1	0
chr5:138519124-138519295	1	0
chr5:138548175-138548346	0	0
chr5:138952814-138952985	0	0
chr5:138968899-138969070	0	0
chr5:139105100-139105271	0	0
chr5:139300716-139300887	1	0
chr5:139403100-139403271	0	0
chr5:139412103-139412274	1	0
chr5:139517648-139517819	1	0
chr5:139654139-139654310	1	0
chr5:139745146-139745317	0	0
chr5:140143673-140143844	1	1
chr5:140290190-140290361	0	0
chr5:140334191-140334362	0	0
chr5:140344281-140344452	0	0
chr5:140953564-140953735	1	0
chr5:141559902-141560073	0	0
chr5:141656517-141656688	1	0
chr5:141968327-141968498	0	0
chr5:142176602-142176773	0	0
chr5:14219354-14219525	1	0
chr5:142772911-142773082	0	0
chr5:142781034-142781205	0	0
chr5:143023882-143024053	1	0
chr5:143024177-143024348	1	0
chr5:143243843-143244014	0	0
chr5:14446552-14446723	0	0
chr5:145877668-145877839	0	0
chr5:146072447-146072618	0	0
chr5:146345044-146345215	0	0
chr5:146461164-146461335	1	0
chr5:147454667-147454838	0	0
chr5:148426835-148427006	0	0
chr5:149493008-149493179	0	0
chr5:149732825-149732996	0	0
chr5:149792090-149792261	1	2
chr5:150149660-150149831	0	0
chr5:15023302-15023473	0	0
chr5:150459110-150459281	0	0
chr5:150591121-150591292	1	0
chr5:150653207-150653378	1	1
chr5:150718000-150718171	0	0
chr5:150779575-150779746	0	0
chr5:151223343-151223514	0	0
chr5:151742145-151742316	0	0
chr5:153989378-153989549	0	0
chr5:154086728-154086899	0	0
chr5:154237537-154237708	0	0
chr5:15712005-15712176	0	0
chr5:157259961-157260132	0	0
chr5:157309141-157309312	1	0
chr5:157473943-157474114	1	0
chr5:157686476-157686647	0	0
chr5:158472339-158472510	0	0
chr5:159440733-159440904	0	0
chr5:163047948-163048119	0	0
chr5:163459984-163460155	1	2
chr5:164432950-164433121	0	0
chr5:165096865-165097036	0	0
chr5:168269116-168269287	1	0
chr5:168479965-168480136	1	0
chr5:168993572-168993743	1	0
chr5:169138728-169138899	0	0
chr5:169746491-169746662	1	1
chr5:170389704-170389875	0	0
chr5:171659129-171659300	0	0
chr5:171871458-171871629	0	0
chr5:172430552-172430723	1	0
chr5:172572864-172573035	0	0
chr5:172666682-172666853	0	0
chr5:172733098-172733269	0	0
chr5:172764082-172764253	0	0
chr5:172767794-172767965	0	0
chr5:172829834-172830005	1	2
chr5:172974972-172975143	0	0
chr5:173673660-173673831	1	0
chr5:173861047-173861218	0	0
chr5:174310194-174310365	0	0
chr5:174337034-174337205	1	2
chr5:175478742-175478913	0	0
chr5:175694969-175695140	0	0
chr5:176528588-176528759	0	0
chr5:176536079-176536250	1	0
chr5:177140621-177140792	0	0
chr5:177324360-177324531	1	0
chr5:177367015-177367186	0	0
chr5:177460636-177460807	1	0
chr5:178230428-178230599	0	0
chr5:178269876-178270047	0	0
chr5:1786538-1786709	1	2
chr5:179272133-179272304	0	0
chr5:179628931-179629102	0	0
chr5:179690362-179690533	1	0
chr5:180240985-180241156	1	1
chr5:180603354-180603525	1	1
chr5:1806508-1806679	0	0
chr5:180786943-180787114	1	0
chr5:180793140-180793311	0	0
chr5:1810305-1810476	0	0
chr5:1841085-1841256	0	0
chr5:1849806-1849977	0	0
chr5:18701287-18701458	0	0
chr5:1873919-1874090	0	0
chr5:1889610-1889781	1	0
chr5:193801-193972	0	0
chr5:1944888-1945059	1	0
chr5:2065698-2065869	1	0
chr5:2135978-2136149	1	0
chr5:2513553-2513724	0	0
chr5:26839604-26839775	0	0
chr5:271753-271924	0	0
chr5:2812616-2812784	0	0
chr5:30042725-30042896	0	0
chr5:3115090-3115261	0	0
chr5:31411666-31411837	1	0
chr5:31624737-31624908	1	0
chr5:34684984-34685155	1	2
chr5:34739964-34740135	1	0
chr5:34914817-34914988	0	0
chr5:35083487-35083658	1	0
chr5:37889892-37890063	0	0
chr5:38486794-38486965	1	0
chr5:40831778-40831949	0	0
chr5:415415-415586	0	0
chr5:42994585-42994756	0	0
chr5:441574-441745	0	0
chr5:44394491-44394661	1	0
chr5:52805574-52805744	0	0
chr5:53549200-53549371	0	0
chr5:54454847-54455018	0	0
chr5:5570155-5570326	0	0
chr5:56586612-56586783	0	0
chr5:58460695-58460866	1	0
chr5:58770202-58770373	0	0
chr5:59768850-59769021	1	0
chr5:60400692-60400863	0	0
chr5:65051184-65051355	1	2
chr5:65201969-65202140	0	0
chr5:65942685-65942856	0	0
chr5:66141467-66141638	0	0
chr5:68229084-68229255	0	0
chr5:68343513-68343684	1	0
chr5:68990831-68991002	1	0
chr5:69214257-69214428	0	0
chr5:72378341-72378512	0	0
chr5:72558353-72558524	1	0
chr5:74780442-74780613	1	0
chr5:76723268-76723439	0	0
chr5:77425534-77425705	1	1
chr5:78025308-78025479	0	0
chr5:78505906-78506077	0	0
chr5:78507313-78507484	0	0
chr5:78510467-78510638	1	0
chr5:78928465-78928636	1	0
chr5:79111963-79112134	0	0
chr5:79216860-79217031	1	0
chr5:79858235-79858398	0	0
chr5:81850718-81850889	1	0
chr5:82279823-82279994	0	0
chr5:82363703-82363874	1	0
chr5:88892757-88892928	1	0
chr5:90395781-90395952	0	0
chr5:91365433-91365604	0	0
chr5:91378117-91378288	0	0
chr5:9429838-9430009	0	0
chr5:94619584-94619755	1	0
chr5:94622803-94622974	1	0
chr5:95149465-95149636	1	0
chr5:95732089-95732260	0	0
chr5:95733543-95733714	0	0
chr5:96782038-96782209	0	0
chr5:97498722-97498893	1	0
chr5:97676934-97677102	1	1
chr5:98772724-98772895	0	0
chr5:98900069-98900240	0	0
chr6:101398666-101398837	0	0
chr6:103783386-103783557	0	0
chr6:10415311-10415482	0	0
chr6:10417266-10417437	1	0
chr6:105139404-105139575	0	0
chr6:106698850-106699021	0	0
chr6:108265658-108265829	0	0
chr6:108268650-108268821	0	0
chr6:110565489-110565660	0	0
chr6:110863430-110863601	0	0
chr6:110882193-110882364	1	0
chr6:110951447-110951618	0	0
chr6:111420036-111420207	0	0
chr6:111804757-111804928	0	0
chr6:112289667-112289838	0	0
chr6:115758989-115759160	0	0
chr6:117673589-117673760	1	2
chr6:12063954-12064125	1	0
chr6:121437089-121437260	0	0
chr6:121442395-121442566	0	0
chr6:1225958-1226129	1	0
chr6:125001155-125001326	0	0
chr6:125189119-125189290	0	0
chr6:125598405-125598576	0	0
chr6:125958205-125958376	0	0
chr6:13013203-13013374	0	0
chr6:130287910-130288081	0	0
chr6:13076460-13076631	1	2
chr6:131956234-131956405	1	0
chr6:132814475-132814646	1	0
chr6:132828820-132828991	0	0
chr6:133574340-133574511	0	0
chr6:133965438-133965609	0	0
chr6:13408010-13408181	1	0
chr6:135505309-135505480	0	0
chr6:139015231-139015402	1	1
chr6:139136561-139136732	1	0
chr6:139508184-139508355	1	0
chr6:139644805-139644976	0	0
chr6:141450788-141450959	1	0
chr6:142379774-142379945	0	0
chr6:143063721-143063892	0	0
chr6:143843125-143843296	1	1
chr6:144214020-144214191	0	0
chr6:144295661-144295832	1	0
chr6:147054926-147055097	0	0
chr6:147999279-147999450	1	0
chr6:148560306-148560477	1	0
chr6:149566092-149566263	1	0
chr6:149665769-149665940	0	0
chr6:150135755-150135926	0	0
chr6:150146860-150147031	0	0
chr6:150618697-150618868	1	0
chr6:150755735-150755906	1	0
chr6:151090795-151090966	1	1
chr6:151241235-151241406	1	1
chr6:151306198-151306369	0	0
chr6:151452228-151452399	1	0
chr6:15232562-15232733	0	0
chr6:152982635-152982806	0	0
chr6:157100295-157100466	1	0
chr6:157132747-157132918	0	0
chr6:157765561-157765732	1	0
chr6:157982398-157982569	1	0
chr6:158180514-158180685	0	0
chr6:158219408-158219579	1	0
chr6:158522939-158523110	0	0
chr6:158533529-158533700	0	0
chr6:158596869-158597040	0	0
chr6:158707913-158708084	1	0
chr6:159341710-159341875	0	0
chr6:159757288-159757459	1	0
chr6:161078317-161078488	0	0
chr6:16198197-16198367	0	0
chr6:162727852-162728022	1	0
chr6:16337104-16337275	0	0
chr6:163392612-163392783	0	0
chr6:164826679-164826850	0	0
chr6:165660585-165660756	0	0
chr6:166419358-166419529	1	0
chr6:166862951-166863122	0	0
chr6:166960134-166960305	1	0
chr6:16700600-16700771	0	0
