name	DNA1	DNA2	DNA3	DNA4	RNA1	RNA2	RNA3	RNA4	group	region_name	Coding
chr8:22609164-22609335::ALT	38	32	23	35	44	29	33	55	ALT	chr8:22609164-22609335	FALSE
chr8:22680677-22680847::ALT	252	232	226	253	165	152	124	154	ALT	chr8:22680677-22680847	FALSE
chr8:22950253-22950424::ALT	226	166	203	193	210	186	170	203	ALT	chr8:22950253-22950424	FALSE
chr8:23003207-23003378::ALT	935	755	767	888	1215	840	797	1086	ALT	chr8:23003207-23003378	FALSE
chr8:23067081-23067252::ALT	229	235	221	248	218	216	184	210	ALT	chr8:23067081-23067252	FALSE
chr8:23148091-23148262::ALT	59	53	35	32	55	31	31	43	ALT	chr8:23148091-23148262	FALSE
chr8:23253948-23254119::ALT	97	85	66	72	119	80	86	110	ALT	chr8:23253948-23254119	FALSE
chr8:23305428-23305599::ALT	171	147	164	177	140	157	120	171	ALT	chr8:23305428-23305599	FALSE
chr8:23433662-23433833::ALT	72	66	60	77	88	68	55	62	ALT	chr8:23433662-23433833	FALSE
chr8:23540004-23540175::ALT	177	118	126	127	157	141	128	164	ALT	chr8:23540004-23540175	FALSE
chr8:23719401-23719572::ALT	198	178	185	201	248	172	188	206	ALT	chr8:23719401-23719572	FALSE
chr8:23726322-23726493::ALT	315	249	261	286	183	117	115	132	ALT	chr8:23726322-23726493	FALSE
chr8:24045360-24045531::ALT	895	718	773	813	780	584	532	657	ALT	chr8:24045360-24045531	FALSE
chr8:24768198-24768369::ALT	113	83	86	88	118	82	67	111	ALT	chr8:24768198-24768369	FALSE
chr8:25113332-25113503::ALT	148	135	121	174	170	158	109	192	ALT	chr8:25113332-25113503	FALSE
chr8:26282049-26282220::ALT	128	107	117	138	124	99	111	118	ALT	chr8:26282049-26282220	FALSE
chr8:26500529-26500700::ALT	350	297	255	364	322	257	235	279	ALT	chr8:26500529-26500700	FALSE
chr8:26638908-26639079::ALT	289	230	228	260	266	289	248	322	ALT	chr8:26638908-26639079	FALSE
chr8:27294442-27294613::ALT	218	155	174	212	145	120	148	184	ALT	chr8:27294442-27294613	FALSE
chr8:27300249-27300420::ALT	292	238	235	262	232	216	137	208	ALT	chr8:27300249-27300420	FALSE
chr8:27674589-27674760::ALT	226	164	197	199	139	105	96	117	ALT	chr8:27674589-27674760	FALSE
chr8:28022193-28022364::ALT	894	760	787	832	1022	986	861	1093	ALT	chr8:28022193-28022364	FALSE
chr8:28363122-28363293::ALT	202	180	167	200	191	192	126	174	ALT	chr8:28363122-28363293	FALSE
chr8:28607820-28607991::ALT	570	529	579	551	742	572	485	681	ALT	chr8:28607820-28607991	FALSE
chr8:28701790-28701961::ALT	204	208	157	193	255	162	173	230	ALT	chr8:28701790-28701961	FALSE
chr8:29053925-29054096::ALT	166	158	183	181	205	150	140	200	ALT	chr8:29053925-29054096	FALSE
chr8:29058118-29058289::ALT	150	106	118	139	170	169	186	161	ALT	chr8:29058118-29058289	FALSE
chr8:29614089-29614260::ALT	78	82	75	86	121	93	99	100	ALT	chr8:29614089-29614260	FALSE
chr8:29745683-29745854::ALT	329	314	301	348	351	354	271	383	ALT	chr8:29745683-29745854	FALSE
chr8:30083563-30083734::ALT	222	206	172	246	222	188	151	180	ALT	chr8:30083563-30083734	FALSE
chr8:30090254-30090425::ALT	263	183	223	246	228	195	210	281	ALT	chr8:30090254-30090425	FALSE
chr8:30173595-30173766::ALT	220	229	193	223	285	223	199	253	ALT	chr8:30173595-30173766	FALSE
chr8:30202726-30202897::ALT	326	288	274	329	521	453	384	481	ALT	chr8:30202726-30202897	FALSE
chr8:30465019-30465190::ALT	97	85	87	98	78	35	50	47	ALT	chr8:30465019-30465190	FALSE
chr8:31589654-31589825::ALT	529	500	458	554	368	282	278	400	ALT	chr8:31589654-31589825	FALSE
chr8:31661225-31661396::ALT	316	264	258	307	431	382	394	564	ALT	chr8:31661225-31661396	FALSE
chr8:33531302-33531473::ALT	325	219	231	251	247	204	196	286	ALT	chr8:33531302-33531473	FALSE
chr8:35445674-35445845::ALT	67	59	69	72	74	76	77	82	ALT	chr8:35445674-35445845	FALSE
chr8:37547430-37547601::ALT	178	149	140	171	111	96	71	100	ALT	chr8:37547430-37547601	FALSE
chr8:37807634-37807805::ALT	642	638	588	651	405	329	295	448	ALT	chr8:37807634-37807805	FALSE
chr8:38112515-38112686::ALT	456	389	450	400	390	268	187	354	ALT	chr8:38112515-38112686	FALSE
chr8:38337934-38338105::ALT	448	407	376	426	434	378	307	434	ALT	chr8:38337934-38338105	FALSE
chr8:38393623-38393794::ALT	157	128	143	170	138	98	105	136	ALT	chr8:38393623-38393794	FALSE
chr8:38867621-38867792::ALT	1556	1348	1365	1499	1507	1089	1038	1379	ALT	chr8:38867621-38867792	FALSE
chr8:38904003-38904174::ALT	934	773	829	905	1346	969	907	1216	ALT	chr8:38904003-38904174	FALSE
chr8:40320096-40320267::ALT	76	68	71	82	98	85	69	53	ALT	chr8:40320096-40320267	FALSE
chr8:4120518-4120689::ALT	101	85	59	91	78	62	42	81	ALT	chr8:4120518-4120689	FALSE
chr8:41288915-41289086::ALT	316	254	234	290	298	272	234	338	ALT	chr8:41288915-41289086	FALSE
chr8:41301562-41301733::ALT	354	291	293	335	549	535	513	526	ALT	chr8:41301562-41301733	FALSE
chr8:42016502-42016673::ALT	39	32	38	44	34	21	23	44	ALT	chr8:42016502-42016673	FALSE
chr8:42049788-42049959::ALT	27	25	21	32	27	26	19	28	ALT	chr8:42049788-42049959	FALSE
chr8:4209815-4209986::ALT	242	229	213	224	312	235	171	211	ALT	chr8:4209815-4209986	FALSE
chr8:42386347-42386518::ALT	547	488	478	526	514	428	357	540	ALT	chr8:42386347-42386518	FALSE
chr8:42428023-42428194::ALT	1441	1265	1187	1415	979	766	629	908	ALT	chr8:42428023-42428194	FALSE
chr8:42462707-42462878::ALT	228	202	217	217	296	221	181	278	ALT	chr8:42462707-42462878	FALSE
chr8:43093966-43094137::ALT	659	519	619	638	708	749	578	726	ALT	chr8:43093966-43094137	FALSE
chr8:47279067-47279238::ALT	72	64	66	72	93	43	60	86	ALT	chr8:47279067-47279238	FALSE
chr8:48645612-48645783::ALT	516	439	464	488	670	505	490	590	ALT	chr8:48645612-48645783	FALSE
chr8:48977003-48977174::ALT	445	348	364	403	478	456	414	553	ALT	chr8:48977003-48977174	FALSE
chr8:49402602-49402773::ALT	537	385	447	471	464	404	339	498	ALT	chr8:49402602-49402773	FALSE
chr8:4951643-4951814::ALT	59	73	59	72	71	54	47	54	ALT	chr8:4951643-4951814	FALSE
chr8:51177059-51177230::ALT	349	318	327	353	398	322	266	375	ALT	chr8:51177059-51177230	FALSE
chr8:52512384-52512555::ALT	261	261	243	305	306	247	198	238	ALT	chr8:52512384-52512555	FALSE
chr8:52892960-52893110::ALT	201	191	149	165	206	184	132	173	ALT	chr8:52892960-52893110	FALSE
chr8:54055720-54055891::ALT	596	541	558	582	409	276	258	384	ALT	chr8:54055720-54055891	FALSE
chr8:54616719-54616890::ALT	123	156	114	153	150	152	111	164	ALT	chr8:54616719-54616890	FALSE
chr8:56372171-56372342::ALT	342	295	311	312	364	263	228	295	ALT	chr8:56372171-56372342	FALSE
chr8:56811896-56812067::ALT	1358	1191	1203	1325	1566	1263	1176	1457	ALT	chr8:56811896-56812067	FALSE
chr8:56981585-56981756::ALT	54	44	57	62	47	42	30	46	ALT	chr8:56981585-56981756	FALSE
chr8:57702477-57702648::ALT	1116	986	1023	1124	1425	1158	1051	1283	ALT	chr8:57702477-57702648	FALSE
chr8:57878032-57878203::ALT	357	314	300	361	434	344	322	418	ALT	chr8:57878032-57878203	FALSE
chr8:58543997-58544168::ALT	215	204	216	237	291	184	142	170	ALT	chr8:58543997-58544168	FALSE
chr8:58545136-58545307::ALT	115	81	88	95	79	67	70	75	ALT	chr8:58545136-58545307	FALSE
chr8:58580878-58581049::ALT	347	319	306	305	368	312	327	399	ALT	chr8:58580878-58581049	FALSE
chr8:58832596-58832767::ALT	207	148	157	186	246	208	158	199	ALT	chr8:58832596-58832767	FALSE
chr8:59117124-59117295::ALT	43	33	38	45	52	26	23	43	ALT	chr8:59117124-59117295	FALSE
chr8:5936373-5936544::ALT	499	390	452	483	605	495	408	532	ALT	chr8:5936373-5936544	FALSE
chr8:59786802-59786973::ALT	403	369	325	396	363	289	241	250	ALT	chr8:59786802-59786973	FALSE
chr8:60518321-60518492::ALT	458	372	354	366	357	330	259	389	ALT	chr8:60518321-60518492	FALSE
chr8:60675740-60675911::ALT	103	93	83	105	68	57	53	72	ALT	chr8:60675740-60675911	FALSE
chr8:61715154-61715325::ALT	251	216	174	250	252	196	175	206	ALT	chr8:61715154-61715325	FALSE
chr8:63162885-63163056::ALT	1347	1209	1157	1339	1410	1160	1076	1303	ALT	chr8:63162885-63163056	FALSE
chr8:66114169-66114340::ALT	488	426	487	511	522	408	326	449	ALT	chr8:66114169-66114340	FALSE
chr8:66157106-66157277::ALT	180	153	157	173	148	141	141	161	ALT	chr8:66157106-66157277	FALSE
chr8:66166715-66166886::ALT	146	141	147	150	182	147	109	146	ALT	chr8:66166715-66166886	FALSE
chr8:66613053-66613224::ALT	1628	1423	1373	1661	2240	1832	1770	2131	ALT	chr8:66613053-66613224	FALSE
chr8:66921971-66922142::ALT	131	110	125	131	153	111	115	110	ALT	chr8:66921971-66922142	FALSE
chr8:67338950-67339121::ALT	96	83	88	100	124	90	100	103	ALT	chr8:67338950-67339121	FALSE
chr8:6917055-6917226::ALT	166	176	177	211	197	179	133	177	ALT	chr8:6917055-6917226	FALSE
chr8:70137877-70138048::ALT	67	64	65	73	82	47	60	93	ALT	chr8:70137877-70138048	FALSE
chr8:70557539-70557710::ALT	193	185	160	201	201	170	139	179	ALT	chr8:70557539-70557710	FALSE
chr8:70595378-70595549::ALT	211	163	183	188	72	55	61	78	ALT	chr8:70595378-70595549	FALSE
chr8:71271609-71271780::ALT	77	59	60	59	71	64	36	69	ALT	chr8:71271609-71271780	FALSE
chr8:72155252-72155423::ALT	183	164	163	192	89	90	76	98	ALT	chr8:72155252-72155423	FALSE
chr8:77218788-77218959::ALT	119	101	123	129	144	64	96	153	ALT	chr8:77218788-77218959	FALSE
chr8:77746605-77746776::ALT	96	81	84	93	91	73	78	83	ALT	chr8:77746605-77746776	FALSE
chr8:78516797-78516968::ALT	247	202	206	235	280	227	179	249	ALT	chr8:78516797-78516968	FALSE
chr8:78876914-78877085::ALT	410	307	307	334	362	366	310	436	ALT	chr8:78876914-78877085	FALSE
chr8:79627411-79627582::ALT	136	122	112	123	104	117	83	116	ALT	chr8:79627411-79627582	FALSE
chr8:81680960-81681131::ALT	136	123	108	115	95	98	91	98	ALT	chr8:81680960-81681131	FALSE
chr8:82175713-82175882::ALT	347	267	329	327	307	256	210	300	ALT	chr8:82175713-82175882	FALSE
chr8:8310510-8310681::ALT	95	88	74	88	63	60	71	88	ALT	chr8:8310510-8310681	FALSE
chr8:84231418-84231589::ALT	131	106	121	126	42	28	25	34	ALT	chr8:84231418-84231589	FALSE
chr8:85534499-85534670::ALT	453	436	415	443	254	180	162	233	ALT	chr8:85534499-85534670	FALSE
chr8:8575888-8576059::ALT	80	61	71	67	129	97	67	98	ALT	chr8:8575888-8576059	FALSE
chr8:86516725-86516896::ALT	70	67	72	73	104	94	72	73	ALT	chr8:86516725-86516896	FALSE
chr8:87972203-87972374::ALT	102	85	106	112	117	91	66	83	ALT	chr8:87972203-87972374	FALSE
chr8:88198264-88198435::ALT	95	86	65	89	115	110	93	134	ALT	chr8:88198264-88198435	FALSE
chr8:90013507-90013678::ALT	182	180	148	192	183	119	152	192	ALT	chr8:90013507-90013678	FALSE
chr8:90656127-90656298::ALT	175	147	153	143	116	103	131	160	ALT	chr8:90656127-90656298	FALSE
chr8:9074848-9075019::ALT	333	294	285	287	349	304	284	342	ALT	chr8:9074848-9075019	FALSE
chr8:91118957-91119128::ALT	69	53	66	83	62	46	43	70	ALT	chr8:91118957-91119128	FALSE
chr8:9149280-9149451::ALT	321	274	307	340	422	325	317	440	ALT	chr8:9149280-9149451	FALSE
chr8:9156144-9156315::ALT	87	66	68	70	85	76	62	104	ALT	chr8:9156144-9156315	FALSE
chr8:9157908-9158079::ALT	175	138	155	160	262	224	165	255	ALT	chr8:9157908-9158079	FALSE
chr8:9158023-9158194::ALT	63	56	56	65	49	61	55	41	ALT	chr8:9158023-9158194	FALSE
chr8:9163984-9164155::ALT	319	260	259	267	314	233	268	271	ALT	chr8:9163984-9164155	FALSE
chr8:9165037-9165208::ALT	511	450	479	568	487	342	340	465	ALT	chr8:9165037-9165208	FALSE
chr8:9165371-9165542::ALT	431	384	409	421	442	406	352	459	ALT	chr8:9165371-9165542	FALSE
chr8:92015089-92015260::ALT	189	174	171	187	181	100	102	149	ALT	chr8:92015089-92015260	FALSE
chr8:92058833-92059004::ALT	144	120	140	135	146	137	122	162	ALT	chr8:92058833-92059004	FALSE
chr8:92062622-92062793::ALT	240	212	199	220	372	297	248	350	ALT	chr8:92062622-92062793	TRUE
chr8:9220267-9220438::ALT	26	25	33	33	35	57	26	26	ALT	chr8:9220267-9220438	FALSE
chr8:9235410-9235581::ALT	194	162	139	190	170	176	152	223	ALT	chr8:9235410-9235581	FALSE
chr8:93698663-93698834::ALT	97	89	66	62	7	4	2	2	ALT	chr8:93698663-93698834	FALSE
chr8:93750339-93750510::ALT	314	231	276	274	349	294	246	339	ALT	chr8:93750339-93750510	FALSE
chr8:93993072-93993243::ALT	164	139	151	146	208	166	116	153	ALT	chr8:93993072-93993243	FALSE
chr8:94760048-94760219::ALT	355	376	306	390	431	395	308	438	ALT	chr8:94760048-94760219	FALSE
chr8:94825132-94825303::ALT	361	333	340	346	339	327	282	386	ALT	chr8:94825132-94825303	FALSE
chr8:95225707-95225878::ALT	503	462	443	516	781	673	583	802	ALT	chr8:95225707-95225878	FALSE
chr8:96220599-96220770::ALT	165	124	129	131	147	129	101	118	ALT	chr8:96220599-96220770	FALSE
chr8:96248983-96249154::ALT	264	234	243	294	274	235	213	295	ALT	chr8:96248983-96249154	FALSE
chr8:96274414-96274585::ALT	166	138	164	179	194	151	154	216	ALT	chr8:96274414-96274585	FALSE
chr8:96951061-96951232::ALT	71	54	60	76	64	48	44	58	ALT	chr8:96951061-96951232	FALSE
chr8:97640403-97640574::ALT	267	204	234	258	282	211	198	264	ALT	chr8:97640403-97640574	FALSE
chr8:97644478-97644649::ALT	514	430	441	509	574	528	555	671	ALT	chr8:97644478-97644649	TRUE
chr8:98116276-98116447::ALT	393	350	318	431	382	311	247	372	ALT	chr8:98116276-98116447	FALSE
chr9:100351551-100351722::ALT	19	14	11	12	21	13	11	13	ALT	chr9:100351551-100351722	FALSE
chr9:100472536-100472707::ALT	199	173	172	196	164	128	150	181	ALT	chr9:100472536-100472707	FALSE
chr9:101543524-101543695::ALT	709	598	630	659	665	542	484	588	ALT	chr9:101543524-101543695	FALSE
chr9:102989449-102989620::ALT	27	20	17	24	18	6	10	13	ALT	chr9:102989449-102989620	FALSE
chr9:103215077-103215248::ALT	166	177	147	179	148	135	117	181	ALT	chr9:103215077-103215248	FALSE
chr9:104103591-104103762::ALT	148	123	119	147	269	292	277	364	ALT	chr9:104103591-104103762	FALSE
chr9:104775043-104775214::ALT	223	236	205	236	344	243	239	333	ALT	chr9:104775043-104775214	FALSE
chr9:104928085-104928256::ALT	1011	906	867	975	1245	1108	1066	1453	ALT	chr9:104928085-104928256	FALSE
chr9:104989882-104990053::ALT	38	45	49	47	62	46	39	55	ALT	chr9:104989882-104990053	FALSE
chr9:105694588-105694759::ALT	651	602	637	706	819	753	625	815	ALT	chr9:105694588-105694759	TRUE
chr9:106869592-106869763::ALT	279	204	215	240	256	230	209	290	ALT	chr9:106869592-106869763	FALSE
chr9:106873530-106873701::ALT	360	317	315	346	380	313	258	360	ALT	chr9:106873530-106873701	FALSE
chr9:107174911-107175082::ALT	601	591	585	650	777	657	560	617	ALT	chr9:107174911-107175082	FALSE
chr9:107251358-107251529::ALT	203	146	124	164	128	76	93	120	ALT	chr9:107251358-107251529	FALSE
chr9:107284166-107284337::ALT	247	210	188	228	251	210	173	222	ALT	chr9:107284166-107284337	FALSE
chr9:107755580-107755751::ALT	90	63	68	90	69	83	63	69	ALT	chr9:107755580-107755751	FALSE
chr9:107850721-107850892::ALT	57	49	60	60	48	57	52	56	ALT	chr9:107850721-107850892	FALSE
chr9:108518682-108518853::ALT	193	143	129	152	205	169	153	191	ALT	chr9:108518682-108518853	FALSE
chr9:10946762-10946933::ALT	1080	858	893	1048	697	602	524	693	ALT	chr9:10946762-10946933	FALSE
chr9:109734784-109734955::ALT	485	365	362	453	500	342	282	485	ALT	chr9:109734784-109734955	FALSE
chr9:109786380-109786551::ALT	431	398	355	381	526	460	437	559	ALT	chr9:109786380-109786551	FALSE
chr9:109901613-109901784::ALT	531	446	454	490	543	463	418	547	ALT	chr9:109901613-109901784	FALSE
chr9:110071212-110071383::ALT	98	85	88	99	82	81	62	69	ALT	chr9:110071212-110071383	FALSE
chr9:111907721-111907892::ALT	271	267	245	284	333	218	226	285	ALT	chr9:111907721-111907892	FALSE
chr9:111909297-111909468::ALT	239	219	207	234	265	221	183	230	ALT	chr9:111909297-111909468	FALSE
chr9:112034148-112034319::ALT	158	128	126	127	56	61	47	58	ALT	chr9:112034148-112034319	FALSE
chr9:112270863-112271034::ALT	602	505	501	574	588	528	420	545	ALT	chr9:112270863-112271034	FALSE
chr9:112551482-112551653::ALT	59	29	31	46	60	37	34	67	ALT	chr9:112551482-112551653	FALSE
chr9:112691345-112691516::ALT	220	192	188	216	232	186	158	190	ALT	chr9:112691345-112691516	FALSE
chr9:113346052-113346223::ALT	688	610	564	668	787	680	578	735	ALT	chr9:113346052-113346223	FALSE
chr9:113401287-113401458::ALT	1173	962	1004	1074	1585	1284	1137	1644	ALT	chr9:113401287-113401458	FALSE
chr9:113405665-113405836::ALT	137	95	100	100	132	104	109	134	ALT	chr9:113405665-113405836	FALSE
chr9:113455436-113455607::ALT	692	547	579	649	528	481	406	520	ALT	chr9:113455436-113455607	FALSE
chr9:113548384-113548555::ALT	133	121	115	111	243	142	151	203	ALT	chr9:113548384-113548555	FALSE
chr9:113589555-113589726::ALT	613	528	444	567	647	467	448	536	ALT	chr9:113589555-113589726	FALSE
chr9:116154463-116154634::ALT	499	375	363	432	122	70	100	101	ALT	chr9:116154463-116154634	TRUE
chr9:116482497-116482668::ALT	437	369	379	447	396	292	280	426	ALT	chr9:116482497-116482668	FALSE
chr9:118309150-118309321::ALT	175	163	151	184	228	155	184	206	ALT	chr9:118309150-118309321	FALSE
chr9:119634219-119634390::ALT	256	253	241	283	377	346	299	341	ALT	chr9:119634219-119634390	FALSE
chr9:119677880-119678051::ALT	202	182	194	185	211	185	149	191	ALT	chr9:119677880-119678051	FALSE
chr9:120387910-120388081::ALT	410	367	416	465	452	392	284	444	ALT	chr9:120387910-120388081	FALSE
chr9:121499922-121500093::ALT	667	540	533	625	627	479	475	505	ALT	chr9:121499922-121500093	FALSE
chr9:121558085-121558256::ALT	808	763	669	754	840	640	616	771	ALT	chr9:121558085-121558256	FALSE
chr9:121648272-121648443::ALT	259	272	225	259	259	204	193	249	ALT	chr9:121648272-121648443	FALSE
chr9:121656107-121656278::ALT	566	477	463	480	475	383	346	547	ALT	chr9:121656107-121656278	FALSE
chr9:121986345-121986516::ALT	205	234	210	221	171	107	139	215	ALT	chr9:121986345-121986516	FALSE
chr9:122000553-122000724::ALT	122	119	112	128	138	130	95	143	ALT	chr9:122000553-122000724	FALSE
chr9:122174545-122174716::ALT	216	212	183	208	162	94	94	107	ALT	chr9:122174545-122174716	FALSE
chr9:122243818-122243989::ALT	40	33	30	50	20	17	13	16	ALT	chr9:122243818-122243989	FALSE
chr9:122254597-122254768::ALT	129	124	111	126	110	84	76	124	ALT	chr9:122254597-122254768	FALSE
chr9:122414297-122414468::ALT	467	415	410	456	410	354	408	525	ALT	chr9:122414297-122414468	FALSE
chr9:122540828-122540999::ALT	520	424	441	464	522	477	444	573	ALT	chr9:122540828-122540999	FALSE
chr9:122903599-122903770::ALT	139	124	112	97	149	168	134	187	ALT	chr9:122903599-122903770	FALSE
chr9:123342750-123342921::ALT	1132	1014	1004	1136	971	691	610	779	ALT	chr9:123342750-123342921	FALSE
chr9:123785976-123786147::ALT	188	147	189	181	249	193	152	240	ALT	chr9:123785976-123786147	FALSE
chr9:124013558-124013729::ALT	510	399	430	493	532	443	386	543	ALT	chr9:124013558-124013729	FALSE
chr9:124283979-124284150::ALT	261	214	208	266	370	259	313	342	ALT	chr9:124283979-124284150	FALSE
chr9:124376290-124376461::ALT	255	228	222	229	413	238	206	301	ALT	chr9:124376290-124376461	FALSE
chr9:124588991-124589162::ALT	33	23	25	29	35	28	32	27	ALT	chr9:124588991-124589162	FALSE
chr9:124770835-124771006::ALT	721	672	665	733	595	447	423	529	ALT	chr9:124770835-124771006	FALSE
chr9:124812035-124812206::ALT	376	315	324	357	433	365	313	316	ALT	chr9:124812035-124812206	FALSE
chr9:125248876-125249047::ALT	42	51	42	37	53	39	37	27	ALT	chr9:125248876-125249047	FALSE
chr9:125467271-125467442::ALT	44	43	35	23	47	33	30	56	ALT	chr9:125467271-125467442	FALSE
chr9:125748093-125748264::ALT	1992	1717	1512	1896	1987	1678	1402	1693	ALT	chr9:125748093-125748264	FALSE
chr9:125887506-125887677::ALT	145	124	134	134	185	160	156	179	ALT	chr9:125887506-125887677	FALSE
chr9:126402037-126402208::ALT	426	369	329	426	366	258	234	291	ALT	chr9:126402037-126402208	FALSE
chr9:126619667-126619838::ALT	1054	819	900	1047	918	858	721	1052	ALT	chr9:126619667-126619838	FALSE
chr9:127444769-127444940::ALT	229	183	209	230	216	180	190	217	ALT	chr9:127444769-127444940	TRUE
chr9:127454859-127455030::ALT	114	79	93	87	93	80	59	76	ALT	chr9:127454859-127455030	FALSE
chr9:127504676-127504847::ALT	536	442	456	552	443	406	398	500	ALT	chr9:127504676-127504847	FALSE
chr9:127528382-127528553::ALT	327	298	284	322	411	302	262	305	ALT	chr9:127528382-127528553	FALSE
chr9:127761052-127761223::ALT	224	209	199	194	249	255	272	275	ALT	chr9:127761052-127761223	FALSE
chr9:127765586-127765757::ALT	135	112	107	114	53	57	57	60	ALT	chr9:127765586-127765757	FALSE
chr9:12778390-12778561::ALT	43	39	33	43	43	45	36	30	ALT	chr9:12778390-12778561	FALSE
chr9:127812140-127812311::ALT	178	168	182	160	146	139	117	213	ALT	chr9:127812140-127812311	FALSE
chr9:127856901-127857072::ALT	834	740	755	836	497	424	320	354	ALT	chr9:127856901-127857072	FALSE
chr9:127875761-127875932::ALT	1155	1028	947	1133	1270	1058	953	1236	ALT	chr9:127875761-127875932	FALSE
chr9:127970132-127970303::ALT	753	646	608	728	861	685	520	738	ALT	chr9:127970132-127970303	FALSE
chr9:127978685-127978856::ALT	39	37	41	28	37	34	31	43	ALT	chr9:127978685-127978856	FALSE
chr9:128079549-128079720::ALT	323	277	254	290	214	187	182	238	ALT	chr9:128079549-128079720	FALSE
chr9:128163042-128163213::ALT	191	164	130	152	68	66	57	72	ALT	chr9:128163042-128163213	FALSE
chr9:128271989-128272160::ALT	164	140	133	165	168	142	134	165	ALT	chr9:128271989-128272160	FALSE
chr9:128282598-128282769::ALT	1059	854	1001	986	639	428	394	609	ALT	chr9:128282598-128282769	FALSE
chr9:128332731-128332902::ALT	1402	1148	1169	1425	1972	1540	1477	1725	ALT	chr9:128332731-128332902	FALSE
chr9:128333578-128333749::ALT	865	741	691	861	975	894	867	948	ALT	chr9:128333578-128333749	FALSE
chr9:128340003-128340174::ALT	179	144	138	154	128	96	98	115	ALT	chr9:128340003-128340174	FALSE
chr9:128561283-128561454::ALT	344	297	368	365	211	144	167	219	ALT	chr9:128561283-128561454	FALSE
chr9:128772008-128772179::ALT	688	597	616	646	646	501	409	626	ALT	chr9:128772008-128772179	FALSE
chr9:128772024-128772195::ALT	1931	1626	1604	1783	1824	1333	1271	1468	ALT	chr9:128772024-128772195	FALSE
chr9:128786609-128786780::ALT	478	423	401	474	519	453	494	553	ALT	chr9:128786609-128786780	FALSE
chr9:128790595-128790766::ALT	405	347	362	417	350	339	314	376	ALT	chr9:128790595-128790766	FALSE
chr9:128943928-128944099::ALT	711	570	541	656	800	650	604	701	ALT	chr9:128943928-128944099	FALSE
chr9:128997582-128997753::ALT	765	668	678	711	849	726	561	817	ALT	chr9:128997582-128997753	FALSE
chr9:129090181-129090352::ALT	814	682	753	743	778	661	572	747	ALT	chr9:129090181-129090352	FALSE
chr9:129120722-129120893::ALT	435	377	426	429	413	328	303	426	ALT	chr9:129120722-129120893	FALSE
chr9:129337121-129337292::ALT	617	501	517	545	633	553	456	595	ALT	chr9:129337121-129337292	FALSE
chr9:129440396-129440567::ALT	159	144	135	128	134	140	120	124	ALT	chr9:129440396-129440567	FALSE
chr9:129490129-129490300::ALT	1157	990	887	1040	1915	1828	1711	2207	ALT	chr9:129490129-129490300	FALSE
chr9:129888620-129888791::ALT	615	511	508	576	506	419	428	454	ALT	chr9:129888620-129888791	FALSE
chr9:130038651-130038822::ALT	508	463	447	495	478	396	331	420	ALT	chr9:130038651-130038822	FALSE
chr9:130054054-130054225::ALT	994	834	872	936	1023	845	735	899	ALT	chr9:130054054-130054225	FALSE
chr9:130064154-130064325::ALT	157	116	153	182	190	198	177	190	ALT	chr9:130064154-130064325	FALSE
chr9:130101540-130101710::ALT	395	357	355	427	444	330	316	399	ALT	chr9:130101540-130101710	FALSE
chr9:130178565-130178736::ALT	504	475	458	547	475	358	292	450	ALT	chr9:130178565-130178736	FALSE
chr9:130458854-130459025::ALT	1435	1176	1216	1433	1554	1322	1160	1528	ALT	chr9:130458854-130459025	FALSE
chr9:130592705-130592876::ALT	102	98	135	119	144	80	72	97	ALT	chr9:130592705-130592876	FALSE
chr9:130755479-130755650::ALT	268	212	213	247	322	258	161	289	ALT	chr9:130755479-130755650	FALSE
chr9:130977982-130978153::ALT	511	435	474	484	404	283	285	416	ALT	chr9:130977982-130978153	FALSE
chr9:131091220-131091391::ALT	627	512	541	595	656	549	465	582	ALT	chr9:131091220-131091391	FALSE
chr9:131097506-131097677::ALT	170	118	127	126	210	119	170	194	ALT	chr9:131097506-131097677	FALSE
chr9:131387700-131387871::ALT	366	325	296	378	451	405	436	566	ALT	chr9:131387700-131387871	FALSE
chr9:131519279-131519450::ALT	404	320	327	377	439	309	317	415	ALT	chr9:131519279-131519450	FALSE
chr9:132265480-132265651::ALT	309	283	308	322	373	290	291	315	ALT	chr9:132265480-132265651	FALSE
chr9:132288863-132289034::ALT	107	81	105	105	84	86	56	79	ALT	chr9:132288863-132289034	FALSE
chr9:13268129-13268300::ALT	157	147	130	142	140	119	123	136	ALT	chr9:13268129-13268300	FALSE
chr9:132889124-132889295::ALT	223	199	242	230	249	211	143	251	ALT	chr9:132889124-132889295	FALSE
chr9:133094718-133094889::ALT	237	172	201	203	126	112	91	104	ALT	chr9:133094718-133094889	FALSE
chr9:133460158-133460324::ALT	8	5	4	3	3	3	2	5	ALT	chr9:133460158-133460324	FALSE
chr9:133710298-133710469::ALT	495	409	410	462	473	405	377	425	ALT	chr9:133710298-133710469	FALSE
chr9:134028035-134028205::ALT	57	52	63	66	60	52	38	60	ALT	chr9:134028035-134028205	FALSE
chr9:134049202-134049373::ALT	1489	1216	1260	1358	1850	1485	1340	1677	ALT	chr9:134049202-134049373	FALSE
chr9:134137873-134138044::ALT	837	707	723	872	907	732	603	781	ALT	chr9:134137873-134138044	FALSE
chr9:134238301-134238472::ALT	462	374	348	426	472	402	364	426	ALT	chr9:134238301-134238472	FALSE
